scenario,target,space_split,n_train_space,n_unobs_space,n_target_space,model,alpha_obs,lambda_unobs,row_type,seed,RMSE,MSE,MAE,R2
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,1.5,seed,44,4.947383,24.476602,3.84641,0.156046
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,1.5,seed,45,4.964617,24.647424,3.863514,0.136324
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,1.5,mean_std,mean +/- std,5.043023 +/- 0.086207,25.439511 +/- 0.873383,3.903842 +/- 0.055834,0.137099 +/- 0.017559
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,2,seed,41,5.305526,28.148608,4.035855,0.055111
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,2,seed,42,5.231752,27.371229,4.026387,0.087761
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,2,seed,43,5.47605,29.98712,4.145735,0.001998
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,2,seed,44,5.064348,25.647618,3.91196,0.115669
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,2,seed,45,5.056642,25.569631,3.91818,0.104009
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,2,mean_std,mean +/- std,5.226864 +/- 0.157285,27.344841 +/- 1.652895,4.007624 +/- 0.086459,0.072909 +/- 0.040893
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,0.5,seed,41,4.890155,23.913617,3.760254,0.197271
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,0.5,seed,42,4.955121,24.553227,3.827596,0.18168
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,0.5,seed,43,5.036282,25.364134,3.898271,0.155856
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,0.5,seed,44,4.944576,24.448832,3.837507,0.157003
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,0.5,seed,45,4.953597,24.538123,3.845449,0.140154
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,0.5,mean_std,mean +/- std,4.955946 +/- 0.046728,24.563587 +/- 0.464168,3.833816 +/- 0.044166,0.166393 +/- 0.020371
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,1,seed,41,4.889316,23.90541,3.76437,0.197546
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,1,seed,42,4.952794,24.530166,3.830284,0.182449
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,1,seed,43,5.041354,25.415248,3.901844,0.154154
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,1,seed,44,4.919369,24.200195,3.822444,0.165576
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,1,seed,45,4.936628,24.370295,3.836687,0.146035
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,1,mean_std,mean +/- std,4.947892 +/- 0.051246,24.484263 +/- 0.509430,3.831126 +/- 0.043736,0.169152 +/- 0.018736
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,1.5,seed,41,4.933925,24.34362,3.804047,0.182836
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,1.5,seed,42,4.989223,24.892348,3.863928,0.170378
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,1.5,seed,43,5.094062,25.949466,3.942789,0.136375
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,1.5,seed,44,4.916606,24.17301,3.824098,0.166514
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,1.5,seed,45,4.937746,24.38134,3.842328,0.145648
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,1.5,mean_std,mean +/- std,4.974312 +/- 0.064592,24.747957 +/- 0.646983,3.855438 +/- 0.047953,0.160350 +/- 0.016942
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,2,seed,41,5.039791,25.399494,3.879279,0.147393
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,2,seed,42,5.076247,25.768282,3.929097,0.141184
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,2,seed,43,5.187068,26.905678,4.000905,0.104551
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,2,seed,44,4.947383,24.476598,3.846409,0.156046
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,2,seed,45,4.964616,24.64741,3.863513,0.136325
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,2,2,mean_std,mean +/- std,5.043021 +/- 0.086207,25.439492 +/- 0.873380,3.903841 +/- 0.055834,0.137100 +/- 0.017559
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,STDK,,,seed,41,4.756046,22.61997,3.701716,-0.930243
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,STDK,,,seed,42,4.35818,18.993731,3.472378,-0.564914
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,STDK,,,seed,43,4.34862,18.9105,3.442564,-0.616206
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,STDK,,,seed,44,4.428294,19.609789,3.464559,-0.573236
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,STDK,,,seed,45,4.815856,23.192472,3.722958,-0.913929
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,STDK,,,mean_std,mean +/- std,4.541399 +/- 0.202448,20.665292 +/- 1.854449,3.560835 +/- 0.124268,-0.719706 +/- 0.166237
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,0.5,seed,41,4.877569,23.790681,3.781924,0.226629
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,0.5,seed,42,4.989432,24.894427,3.892046,0.170593
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,0.5,seed,43,5.128247,26.298915,3.967474,0.144386
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,0.5,seed,44,4.916755,24.174479,3.847981,0.164587
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,0.5,seed,45,4.891444,23.926222,3.798586,0.185856
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,0.5,mean_std,mean +/- std,4.960689 +/- 0.092234,24.616945 +/- 0.923212,3.857602 +/- 0.067173,0.178410 +/- 0.027533
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,1,seed,41,6.338764,40.179931,4.487677,-0.306142
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,1,seed,42,6.857008,47.018557,4.786643,-0.566515
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,1,seed,43,5.129194,26.308632,4.011429,0.14407
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,1,seed,44,6.479048,41.978063,4.56745,-0.450663
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,1,seed,45,5.238178,27.43851,4.041573,0.066342
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,1,mean_std,mean +/- std,6.008438 +/- 0.695274,36.584738 +/- 8.247785,4.378954 +/- 0.304126,-0.222582 +/- 0.281142
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,1.5,seed,41,5.073619,25.741607,3.935172,0.16321
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,1.5,seed,42,5.022362,25.22412,3.95633,0.159609
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,1.5,seed,43,5.158316,26.608225,4.041184,0.134323
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,1.5,seed,44,5.01231,25.12325,3.948719,0.1318
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,1.5,seed,45,5.259498,27.662319,4.075348,0.058726
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,1.5,mean_std,mean +/- std,5.105221 +/- 0.092863,26.071904 +/- 0.953398,3.991351 +/- 0.056105,0.129534 +/- 0.037631
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,2,seed,41,5.093859,25.947399,3.951686,0.15652
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,2,seed,42,5.052922,25.532017,3.986014,0.149351
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,2,seed,43,5.201575,27.056385,4.066533,0.119742
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,2,seed,44,5.023156,25.232099,3.959066,0.128038
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,2,seed,45,5.278021,27.857506,4.089685,0.052085
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,0.5,2,mean_std,mean +/- std,5.129907 +/- 0.095599,26.325081 +/- 0.984818,4.010597 +/- 0.056770,0.121147 +/- 0.037056
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,0.5,seed,41,4.740841,22.475576,3.66646,0.269379
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,0.5,seed,42,4.746151,22.525947,3.704552,0.249504
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,0.5,seed,43,4.894144,23.952644,3.802851,0.22072
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,0.5,seed,44,4.730539,22.377996,3.7023,0.226669
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,0.5,seed,45,4.904828,24.057333,3.794527,0.181394
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,0.5,mean_std,mean +/- std,4.803300 +/- 0.078768,23.077899 +/- 0.759181,3.734138 +/- 0.054475,0.229533 +/- 0.029630
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,1,seed,41,4.877535,23.790351,3.781897,0.22664
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,1,seed,42,4.989388,24.893992,3.892015,0.170608
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,1,seed,43,5.128242,26.298862,3.967469,0.144388
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,1,seed,44,4.916761,24.174542,3.847985,0.164585
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,1,seed,45,4.891426,23.926052,3.798574,0.185861
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,1,mean_std,mean +/- std,4.960670 +/- 0.092238,24.616760 +/- 0.923245,3.857588 +/- 0.067176,0.178416 +/- 0.027536
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,1.5,seed,41,5.370238,28.839454,4.056786,0.062507
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,1.5,seed,42,5.672969,32.18258,4.264218,-0.072226
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,1.5,seed,43,5.747497,33.033716,4.246703,-0.074725
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,1.5,seed,44,5.458095,29.790803,4.138494,-0.0295
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,1.5,seed,45,4.98311,24.831386,3.880089,0.155055
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,1.5,mean_std,mean +/- std,5.446382 +/- 0.269283,29.735588 +/- 2.888693,4.117258 +/- 0.140507,0.008222 +/- 0.088636
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,2,seed,41,6.338816,40.180594,4.487692,-0.306163
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,2,seed,42,6.857008,47.018559,4.786634,-0.566516
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,2,seed,43,5.129171,26.3084,4.011412,0.144078
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,2,seed,44,6.479195,41.979965,4.567516,-0.450729
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,2,seed,45,5.238199,27.438727,4.041581,0.066335
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1,2,mean_std,mean +/- std,6.008478 +/- 0.695300,36.585249 +/- 8.248102,4.378967 +/- 0.304135,-0.222599 +/- 0.281154
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,0.5,seed,41,4.747373,22.537546,3.664289,0.267365
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,0.5,seed,42,4.724584,22.321691,3.675867,0.256309
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,0.5,seed,43,4.882707,23.840824,3.787245,0.224358
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,0.5,seed,44,4.721373,22.291363,3.684457,0.229663
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,0.5,seed,45,4.924453,24.250241,3.806,0.17483
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,0.5,mean_std,mean +/- std,4.800098 +/- 0.085987,23.048333 +/- 0.828799,3.723572 +/- 0.060281,0.230505 +/- 0.032133
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,1,seed,41,4.756557,22.624832,3.686786,0.264528
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,1,seed,42,4.803636,23.074919,3.757578,0.231214
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,1,seed,43,4.933373,24.33817,3.839164,0.208177
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,1,seed,44,4.762591,22.682275,3.735279,0.216154
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,1,seed,45,4.89177,23.929411,3.788587,0.185747
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,1,mean_std,mean +/- std,4.829585 +/- 0.070899,23.329921 +/- 0.686670,3.761479 +/- 0.051089,0.221164 +/- 0.026190
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,1.5,seed,41,4.877524,23.790242,3.781888,0.226643
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,1.5,seed,42,4.989373,24.893846,3.892004,0.170613
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,1.5,seed,43,5.12824,26.298844,3.967467,0.144388
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,1.5,seed,44,4.916763,24.174563,3.847987,0.164584
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,1.5,seed,45,4.891421,23.925995,3.79857,0.185863
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,1.5,mean_std,mean +/- std,4.960664 +/- 0.092239,24.616698 +/- 0.923256,3.857583 +/- 0.067177,0.178418 +/- 0.027537
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,2,seed,41,5.157364,26.598402,3.9478,0.135357
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,2,seed,42,5.39042,29.056627,4.122768,0.031921
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,2,seed,43,5.463864,29.85381,4.128758,0.028731
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,2,seed,44,5.229182,27.344349,4.025811,0.055044
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,2,seed,45,4.937432,24.378237,3.843502,0.170475
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,1.5,2,mean_std,mean +/- std,5.235652 +/- 0.185008,27.446285 +/- 1.925180,4.013728 +/- 0.108251,0.084306 +/- 0.057828
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,0.5,seed,41,4.757398,22.632831,3.669107,0.264267
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,0.5,seed,42,4.725442,22.329798,3.671127,0.256039
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,0.5,seed,43,4.885247,23.865641,3.786259,0.223551
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,0.5,seed,44,4.723904,22.315267,3.681405,0.228837
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,0.5,seed,45,4.936374,24.36779,3.813365,0.17083
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,0.5,mean_std,mean +/- std,4.805673 +/- 0.088169,23.102265 +/- 0.850968,3.724253 +/- 0.062426,0.228705 +/- 0.032827
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,1,seed,41,4.740829,22.475458,3.666449,0.269383
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,1,seed,42,4.746142,22.525861,3.704544,0.249507
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,1,seed,43,4.894137,23.952578,3.802846,0.220722
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,1,seed,44,4.730535,22.377957,3.702297,0.226671
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,1,seed,45,4.904818,24.057244,3.79452,0.181397
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,1,mean_std,mean +/- std,4.803292 +/- 0.078768,23.077819 +/- 0.759181,3.734131 +/- 0.054476,0.229536 +/- 0.029631
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,1.5,seed,41,4.774492,22.795778,3.703964,0.258971
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,1.5,seed,42,4.847761,23.500786,3.793092,0.217025
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,1.5,seed,43,4.965884,24.660001,3.864592,0.197707
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,1.5,seed,44,4.788811,22.93271,3.75751,0.2075
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,1.5,seed,45,4.888182,23.894326,3.788154,0.186941
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,1.5,mean_std,mean +/- std,4.853026 +/- 0.069702,23.556720 +/- 0.678639,3.781463 +/- 0.052288,0.213629 +/- 0.024782
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,2,seed,41,4.877519,23.790187,3.781884,0.226645
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,2,seed,42,4.989366,24.893773,3.891999,0.170615
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,2,seed,43,5.128239,26.298836,3.967466,0.144389
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,2,seed,44,4.916765,24.174574,3.847987,0.164584
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,2,seed,45,4.891418,23.925967,3.798567,0.185864
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,DLINEAR + differentiable_FRK,2,2,mean_std,mean +/- std,4.960661 +/- 0.092239,24.616667 +/- 0.923262,3.857581 +/- 0.067177,0.178419 +/- 0.027537
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,STDK,,,seed,41,4.343732,18.868008,3.409012,-0.63018
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,STDK,,,seed,42,4.574812,20.928902,3.580744,-0.68143
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,STDK,,,seed,43,5.256226,27.627909,4.212207,-1.459333
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,STDK,,,seed,44,4.682681,21.927504,3.776841,-0.717599
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,STDK,,,seed,45,4.117691,16.955376,3.317885,-0.39805
time_extrap_fixed500,Target_Time150,300/200/100,300,200,100,STDK,,,mean_std,mean +/- std,4.595028 +/- 0.383738,21.261539 +/- 3.615435,3.659338 +/- 0.317774,-0.777318 +/- 0.358720
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,0.5,seed,41,5.014201,25.142213,3.91673,0.171096
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,0.5,seed,42,4.88211,23.834996,3.848233,0.21182
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,0.5,seed,43,5.14007,26.420324,3.987253,0.099679
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,0.5,seed,44,4.792711,22.970083,3.752386,0.215615
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,0.5,seed,45,4.988447,24.884606,3.880887,0.122465
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,0.5,mean_std,mean +/- std,4.963508 +/- 0.118459,24.650444 +/- 1.176241,3.877098 +/- 0.077596,0.164135 +/- 0.046612
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,1,seed,41,4.875726,23.772708,3.847571,0.216247
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,1,seed,42,4.792457,22.967645,3.822997,0.240502
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,1,seed,43,4.854339,23.564603,3.863151,0.196993
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,1,seed,44,4.890397,23.915978,3.853233,0.183314
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,1,seed,45,4.827515,23.304899,3.8372,0.178172
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,1,mean_std,mean +/- std,4.848087 +/- 0.034960,23.505167 +/- 0.338501,3.844831 +/- 0.013775,0.203046 +/- 0.022899
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,1.5,seed,41,4.911524,24.123064,3.878214,0.204696
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,1.5,seed,42,4.796921,23.010453,3.815564,0.239087
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,1.5,seed,43,4.872188,23.738212,3.882177,0.191077
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,1.5,seed,44,4.909801,24.106142,3.870738,0.176821
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,1.5,seed,45,4.851631,23.538322,3.857655,0.169941
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,1.5,mean_std,mean +/- std,4.868413 +/- 0.042376,23.703238 +/- 0.411572,3.860870 +/- 0.024146,0.196324 +/- 0.024506
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,2,seed,41,4.934201,24.346337,3.897688,0.197335
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,2,seed,42,4.81018,23.137834,3.828379,0.234874
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,2,seed,43,4.884996,23.863188,3.895149,0.186818
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,2,seed,44,4.922311,24.229146,3.881708,0.17262
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,2,seed,45,4.871901,23.735422,3.873822,0.16299
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,0.5,2,mean_std,mean +/- std,4.884718 +/- 0.043777,23.862385 +/- 0.426572,3.875349 +/- 0.025060,0.190928 +/- 0.024919
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,1,0.5,seed,41,4.585267,21.024672,3.595489,0.306846
time_extrap_fixed500,Target_Time150,400/100/100,400,100,100,DLINEAR + differentiable_FRK,1,0.5,seed,42,4.589535,21.063828,3.62854,0.303458
